Customer ID,Age,Income,Education,Country,Customer Segment,Average Spend,Purchases,Response Rate
410,63,50437.00,Graduation,United States,Low Value,0.00,0,0.0000
411,44,23616.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
412,50,53858.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
413,71,66465.00,PhD,Germany,Low Value,0.00,0,0.0000
414,39,46923.00,Graduation,Germany,Low Value,0.00,0,0.0000
415,64,75072.00,Graduation,United States,Low Value,0.00,0,0.0000
416,83,75865.00,PhD,United States,Low Value,0.00,0,0.0000
417,51,19789.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
418,32,80134.00,Graduation,United States,Low Value,0.00,0,0.0000
419,45,91065.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
420,55,49505.00,Master,United States,Low Value,0.00,0,0.0000
421,53,37401.00,PhD,Germany,Low Value,0.00,0,0.0000
422,43,30096.00,Graduation,United States,Low Value,0.00,0,0.0000
423,44,18492.00,Master,United States,Low Value,0.00,0,0.0000
424,52,82584.00,Master,Canada,Low Value,0.00,0,0.0000
425,85,93027.00,PhD,Canada,Low Value,0.00,0,0.0000
426,73,48686.00,Graduation,Australia,Low Value,0.00,0,0.0000
427,40,92910.00,Graduation,United States,Low Value,0.00,0,0.0000
428,37,75433.00,Graduation,Canada,Low Value,0.00,0,0.0000
429,37,10404.00,2n Cycle,Canada,Low Value,0.00,0,0.0000
430,58,61314.00,Graduation,Australia,Low Value,0.00,0,0.0000
431,65,84865.00,PhD,United States,Low Value,0.00,0,0.0000
432,37,42387.00,Graduation,Canada,Low Value,0.00,0,0.0000
433,59,67309.00,2n Cycle,United States,Low Value,0.00,0,0.0000
434,62,75236.00,Graduation,Australia,Low Value,0.00,0,0.0000
435,56,30015.00,Graduation,United States,Low Value,0.00,0,0.0000
436,70,50943.00,Master,Canada,Low Value,0.00,0,0.0000
437,60,67272.00,Graduation,Germany,Low Value,0.00,0,0.0000
438,77,51529.00,Master,Germany,Low Value,0.00,0,0.0000
439,55,32011.00,PhD,Canada,Low Value,0.00,0,0.0000
440,40,7500.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
441,37,28691.00,Graduation,United States,Low Value,0.00,0,0.0000
442,78,56223.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
443,80,18100.00,Graduation,Canada,Low Value,0.00,0,0.0000
444,37,30279.00,Graduation,Germany,Low Value,0.00,0,0.0000
445,52,20130.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
446,67,23295.00,Graduation,United States,Low Value,0.00,0,0.0000
447,54,42618.00,Master,Canada,Low Value,0.00,0,0.0000
448,62,81246.00,Graduation,Germany,Low Value,0.00,0,0.0000
449,50,24027.00,Graduation,Germany,Low Value,0.00,0,0.0000
450,73,55707.00,PhD,Australia,Low Value,0.00,0,0.0000
451,71,57959.00,Graduation,Germany,Low Value,0.00,0,0.0000
452,57,56796.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
453,55,36230.00,Master,Canada,Low Value,0.00,0,0.0000
454,46,70829.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
455,50,65991.00,Graduation,United States,Low Value,0.00,0,0.0000
456,54,38988.00,Graduation,Canada,Low Value,0.00,0,0.0000
457,60,89572.00,2n Cycle,United States,Low Value,0.00,0,0.0000
458,42,42207.00,Master,Germany,Low Value,0.00,0,0.0000
459,74,50300.00,Graduation,Australia,Low Value,0.00,0,0.0000
460,44,66664.00,2n Cycle,United States,Low Value,0.00,0,0.0000
461,62,60597.00,Graduation,Germany,Low Value,0.00,0,0.0000
462,77,70165.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
463,68,50520.00,PhD,Canada,Low Value,0.00,0,0.0000
464,63,80124.00,Graduation,Germany,Low Value,0.00,0,0.0000
465,51,33183.00,Graduation,Australia,Low Value,0.00,0,0.0000
466,57,66582.00,PhD,Canada,Low Value,0.00,0,0.0000
467,71,75261.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
468,56,31880.00,Graduation,Australia,Low Value,0.00,0,0.0000
469,75,53790.00,Graduation,Germany,Low Value,0.00,0,0.0000
470,55,49269.00,PhD,United States,Low Value,0.00,0,0.0000
471,51,61456.00,Graduation,Australia,Low Value,0.00,0,0.0000
472,46,37406.00,Graduation,Australia,Low Value,0.00,0,0.0000
473,45,56937.00,PhD,Germany,Low Value,0.00,0,0.0000
474,48,38415.00,Graduation,Australia,Low Value,0.00,0,0.0000
475,38,20518.00,Graduation,United States,Low Value,0.00,0,0.0000
476,70,62503.00,Graduation,Germany,Low Value,0.00,0,0.0000
477,54,41644.00,PhD,Canada,Low Value,0.00,0,0.0000
478,49,55842.00,Master,Canada,Low Value,0.00,0,0.0000
479,54,62010.00,PhD,Australia,Low Value,0.00,0,0.0000
480,49,41124.00,Graduation,Germany,Low Value,0.00,0,0.0000
481,53,38961.00,Master,United Kingdom,Low Value,0.00,0,0.0000
482,54,37760.00,Master,United States,Low Value,0.00,0,0.0000
483,52,32233.00,Graduation,Canada,Low Value,0.00,0,0.0000
484,51,43057.00,Graduation,Australia,Low Value,0.00,0,0.0000
485,66,83151.00,Master,Canada,Low Value,0.00,0,0.0000
486,62,78825.00,PhD,Germany,Low Value,0.00,0,0.0000
487,50,65104.00,Master,Australia,Low Value,0.00,0,0.0000
488,52,60093.00,Graduation,Germany,Low Value,0.00,0,0.0000
489,57,14045.00,Graduation,Canada,Low Value,0.00,0,0.0000
490,74,28457.00,2n Cycle,United States,Low Value,0.00,0,0.0000
491,68,78952.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
492,50,46310.00,Graduation,Germany,Low Value,0.00,0,0.0000
493,71,76005.00,Graduation,Germany,Low Value,0.00,0,0.0000
494,62,58308.00,Master,Australia,Low Value,0.00,0,0.0000
495,82,55614.00,PhD,Australia,Low Value,0.00,0,0.0000
496,64,59432.00,Master,Canada,Low Value,0.00,0,0.0000
497,48,55563.00,Graduation,Australia,Low Value,0.00,0,0.0000
498,55,78642.00,PhD,Australia,Low Value,0.00,0,0.0000
499,77,67911.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
500,82,65275.00,Graduation,Canada,Low Value,0.00,0,0.0000
501,76,27203.00,Graduation,United Kingdom,High Value,38.94,26,0.3333
502,65,48330.00,Master,Germany,High Value,38.94,26,0.3333
503,36,24279.00,Basic,Germany,High Value,55.23,22,0.3333
504,41,64355.00,PhD,Canada,High Value,45.00,18,0.3333
505,70,50943.00,Master,Germany,High Value,46.02,22,0.3333
506,73,53653.00,Graduation,Canada,High Value,31.15,26,0.3333
507,50,65665.00,Graduation,Germany,High Value,45.00,18,0.3333
508,37,81217.00,Graduation,United States,High Value,36.82,22,0.3333
509,34,34935.00,Graduation,Germany,High Value,55.23,22,0.3333
510,67,61250.00,Graduation,United States,High Value,46.02,22,0.3333
511,45,39665.00,PhD,United States,High Value,67.50,18,0.3333
512,47,60152.00,Graduation,United Kingdom,High Value,55.23,22,0.3333
513,62,48920.00,Graduation,United States,High Value,56.25,18,0.3333
514,67,89120.00,Master,United States,High Value,36.82,22,0.3333
515,80,44124.00,PhD,Germany,High Value,55.23,22,0.3333
516,51,81169.00,Master,Australia,High Value,46.02,22,0.3333
517,65,36443.00,Graduation,United States,High Value,46.02,22,0.3333
518,36,26095.00,Graduation,Canada,High Value,46.02,22,0.3333
519,67,71367.00,Graduation,United Kingdom,High Value,31.15,26,0.3333
520,82,80184.00,Master,Australia,High Value,56.25,18,0.3333
521,61,30630.00,Graduation,United Kingdom,High Value,55.23,22,0.3333
522,39,73454.00,Master,Australia,High Value,55.23,22,0.3333
523,35,42691.00,Graduation,Australia,High Value,56.25,18,0.3333
524,73,70503.00,Graduation,Australia,High Value,36.82,22,0.3333
525,39,25545.00,Graduation,United Kingdom,High Value,36.82,22,0.3333
526,40,32880.00,Graduation,United States,High Value,56.25,18,0.3333
527,68,77863.00,PhD,Australia,High Value,36.82,22,0.3333
528,49,50353.00,Master,Australia,High Value,45.00,18,0.3333
529,62,61839.00,Graduation,Germany,High Value,31.15,26,0.3333
530,66,49154.00,PhD,United Kingdom,High Value,46.02,22,0.3333
531,51,47682.00,2n Cycle,Germany,High Value,46.02,22,0.3333
532,57,72679.00,Graduation,Australia,High Value,56.25,18,0.3333
533,49,57954.00,Master,Canada,High Value,31.15,26,0.3333
534,64,65316.00,Graduation,United Kingdom,High Value,56.25,18,0.3333
535,44,28567.00,Graduation,United Kingdom,High Value,46.73,26,0.3333
536,75,47352.00,Master,United Kingdom,High Value,46.02,22,0.3333
537,59,44931.00,Graduation,United Kingdom,High Value,31.15,26,0.3333
538,59,76982.00,Graduation,Australia,High Value,46.02,22,0.3333
539,74,57247.00,2n Cycle,Germany,High Value,56.25,18,0.3333
540,45,22944.00,Master,Australia,High Value,46.02,22,0.3333
541,49,25315.00,2n Cycle,Canada,High Value,46.02,22,0.3333
542,57,43638.00,Graduation,Canada,High Value,46.02,22,0.3333
543,42,42710.00,PhD,Germany,High Value,55.23,22,0.3333
544,44,84169.00,PhD,United States,High Value,31.15,26,0.3333
545,50,54058.00,Graduation,United Kingdom,High Value,46.73,26,0.3333
546,36,24683.00,2n Cycle,Germany,High Value,56.25,18,0.3333
547,62,85620.00,Graduation,Australia,High Value,56.25,18,0.3333
548,46,47850.00,Graduation,United Kingdom,High Value,56.25,18,0.3333
549,58,19514.00,Graduation,United States,High Value,46.02,22,0.3333
550,53,27159.00,Master,Germany,High Value,46.02,22,0.3333
551,63,39548.00,2n Cycle,United Kingdom,High Value,55.23,22,0.3333
552,37,21474.00,Graduation,United Kingdom,High Value,56.25,18,0.3333
553,55,60504.00,PhD,Canada,High Value,46.02,22,0.3333
554,63,22419.00,Graduation,Germany,High Value,36.82,22,0.3333
555,77,81698.00,Master,United Kingdom,High Value,46.02,22,0.3333
556,74,43462.00,Graduation,Germany,High Value,46.02,22,0.3333
557,48,54880.00,PhD,Canada,High Value,46.02,22,0.3333
558,44,79908.00,Graduation,United States,High Value,56.25,18,0.3333
559,56,15315.00,2n Cycle,United Kingdom,High Value,67.50,18,0.3333
560,67,87771.00,Graduation,Australia,High Value,56.25,18,0.3333
561,48,33039.00,Graduation,Canada,High Value,46.02,22,0.3333
562,46,81741.00,Graduation,Germany,High Value,46.02,22,0.3333
563,55,71499.00,Master,Australia,High Value,38.94,26,0.3333
564,56,62466.00,2n Cycle,Germany,High Value,36.82,22,0.3333
565,63,48799.00,PhD,Germany,High Value,38.94,26,0.3333
566,76,52157.00,PhD,Canada,High Value,46.02,22,0.3333
567,64,66565.00,Graduation,United States,High Value,55.23,22,0.3333
568,75,29298.00,Master,Australia,High Value,38.94,26,0.3333
569,47,47691.00,Graduation,Canada,High Value,46.02,22,0.3333
570,56,38200.00,Graduation,Canada,High Value,45.00,18,0.3333
571,52,44989.00,Graduation,Australia,High Value,56.25,18,0.3333
572,58,38443.00,PhD,United States,High Value,67.50,18,0.3333
573,48,38593.00,2n Cycle,Germany,High Value,46.02,22,0.3333
574,56,64413.00,PhD,Australia,High Value,46.02,22,0.3333
575,45,36959.00,Master,United Kingdom,High Value,46.02,22,0.3333
576,49,61996.00,PhD,Germany,High Value,46.02,22,0.3333
577,58,51287.00,Graduation,Germany,High Value,56.25,18,0.3333
578,56,13260.00,Graduation,United States,High Value,55.23,22,0.3333
579,60,47472.00,PhD,Australia,High Value,38.94,26,0.3333
580,70,54603.00,Master,Canada,High Value,38.94,26,0.3333
581,52,45207.00,PhD,United Kingdom,High Value,38.94,26,0.3333
582,75,40689.00,Graduation,Canada,High Value,38.94,26,0.3333
583,59,47821.00,2n Cycle,United States,High Value,38.94,26,0.3333
584,75,27450.00,Master,Australia,High Value,56.25,18,0.3333
585,43,39453.00,Graduation,United Kingdom,High Value,56.25,18,0.3333
586,55,26850.00,2n Cycle,Australia,High Value,36.82,22,0.3333
587,71,79800.00,Graduation,United States,High Value,31.15,26,0.3333
588,65,61794.00,Master,Germany,High Value,46.02,22,0.3333
589,71,53863.00,Graduation,United States,High Value,36.82,22,0.3333
590,67,24221.00,Graduation,Australia,High Value,38.94,26,0.3333
591,42,39684.00,PhD,Canada,High Value,46.02,22,0.3333
592,51,92163.00,Master,United States,High Value,38.94,26,0.3333
593,61,69882.00,Master,Australia,High Value,55.23,22,0.3333
594,49,33178.00,Graduation,Germany,High Value,56.25,18,0.3333
595,54,59973.00,PhD,United Kingdom,High Value,36.82,22,0.3333
596,51,17459.00,Master,United Kingdom,High Value,46.02,22,0.3333
597,57,23910.00,Graduation,United Kingdom,High Value,46.73,26,0.3333
598,57,42169.00,Master,United Kingdom,High Value,67.50,18,0.3333
599,48,26224.00,2n Cycle,Canada,High Value,45.00,18,0.3333
600,45,31089.00,Graduation,United Kingdom,High Value,46.02,22,0.3333
601,65,30081.00,Graduation,United States,High Value,46.02,22,0.3333
602,66,62807.00,Graduation,United States,High Value,46.02,22,0.3333
603,71,72906.00,Graduation,United States,High Value,67.50,18,0.3333
604,78,61467.00,PhD,United Kingdom,High Value,46.02,22,0.3333
605,60,49618.00,Master,Australia,High Value,38.94,26,0.3333
606,40,21888.00,Master,Germany,High Value,46.02,22,0.3333
607,53,42429.00,Graduation,United States,High Value,46.73,26,0.3333
608,70,26150.00,Graduation,Australia,High Value,46.02,22,0.3333
609,51,30801.00,Basic,Germany,High Value,56.25,18,0.3333
610,61,81168.00,Graduation,Germany,High Value,67.50,18,0.3333
611,57,26877.00,Master,Germany,High Value,56.25,18,0.3333
612,82,45006.00,Master,United Kingdom,High Value,46.02,22,0.3333
613,53,18978.00,Basic,Canada,High Value,55.23,22,0.3333
614,59,22574.00,Graduation,Australia,High Value,38.94,26,0.3333
615,57,48240.00,PhD,United States,High Value,46.02,22,0.3333
616,52,45837.00,Graduation,United States,High Value,46.73,26,0.3333
617,61,35791.00,Master,Canada,High Value,55.23,22,0.3333
618,50,162397.00,PhD,Australia,High Value,46.02,22,0.3333
619,48,54162.00,Graduation,Germany,High Value,67.50,18,0.3333
620,66,30522.00,Master,Germany,High Value,46.02,22,0.3333
621,65,54456.00,PhD,United States,High Value,46.02,22,0.3333
622,55,31632.00,Graduation,United Kingdom,High Value,45.00,18,0.3333
623,77,72298.00,Graduation,Australia,High Value,36.82,22,0.3333
624,48,36975.00,2n Cycle,Germany,High Value,36.82,22,0.3333
625,71,72635.00,2n Cycle,Canada,High Value,31.15,26,0.3333
626,50,13624.00,Graduation,United States,High Value,46.02,22,0.3333
627,51,84196.00,Graduation,United States,High Value,38.94,26,0.3333
628,66,70971.00,Graduation,Canada,High Value,36.82,22,0.3333
629,49,34487.00,PhD,Australia,High Value,36.82,22,0.3333
630,49,28769.00,Graduation,Australia,High Value,55.23,22,0.3333
631,56,69084.00,PhD,Canada,High Value,46.73,26,0.3333
632,68,65488.00,PhD,Germany,High Value,55.23,22,0.3333
633,56,62466.00,2n Cycle,Australia,High Value,56.25,18,0.3333
634,66,32218.00,2n Cycle,United Kingdom,High Value,38.94,26,0.3333
635,53,83917.00,Graduation,United States,High Value,36.82,22,0.3333
636,64,46102.00,Graduation,United States,High Value,55.23,22,0.3333
637,74,84574.00,Graduation,Australia,High Value,46.73,26,0.3333
638,64,56181.00,Graduation,Germany,High Value,36.82,22,0.3333
639,76,63120.00,Master,United Kingdom,High Value,55.23,22,0.3333
640,55,73691.00,Graduation,Germany,High Value,46.02,22,0.3333
641,66,63381.00,Graduation,Australia,High Value,36.82,22,0.3333
642,78,76140.00,PhD,United States,High Value,46.02,22,0.3333
643,67,62859.00,PhD,Australia,High Value,31.15,26,0.3333
644,62,45906.00,Graduation,United Kingdom,High Value,55.23,22,0.3333
645,79,77632.00,Master,Canada,High Value,31.15,26,0.3333
646,55,46463.00,PhD,United Kingdom,High Value,46.02,22,0.3333
647,56,105471.00,Graduation,United States,High Value,46.02,22,0.3333
648,56,55282.00,Master,Australia,High Value,46.02,22,0.3333
649,49,78710.00,Master,United States,High Value,67.50,18,0.3333
650,68,66886.00,Graduation,Australia,High Value,46.02,22,0.3333
651,66,98777.00,Master,United Kingdom,High Value,38.94,26,0.3333
652,41,29103.00,Graduation,Canada,High Value,36.82,22,0.3333
653,52,67445.00,Graduation,United Kingdom,High Value,56.25,18,0.3333
654,76,50616.00,PhD,Australia,High Value,36.82,22,0.3333
655,71,49431.00,Graduation,Australia,High Value,38.94,26,0.3333
656,51,153924.00,Graduation,Germany,High Value,38.94,26,0.3333
657,73,61278.00,Graduation,Canada,High Value,38.94,26,0.3333
658,68,26490.00,2n Cycle,United States,High Value,55.23,22,0.3333
659,79,73059.00,PhD,Canada,High Value,38.94,26,0.3333
660,60,46734.00,PhD,United Kingdom,High Value,56.25,18,0.3333
661,63,56253.00,Graduation,United States,High Value,56.25,18,0.3333
662,41,19986.00,Graduation,Australia,High Value,31.15,26,0.3333
663,51,58330.00,Graduation,United Kingdom,High Value,55.23,22,0.3333
664,46,25965.00,Basic,United Kingdom,High Value,67.50,18,0.3333
665,70,14661.00,Master,United Kingdom,High Value,46.02,22,0.3333
666,67,18690.00,Graduation,Australia,High Value,46.02,22,0.3333
667,52,45068.00,PhD,Germany,High Value,38.94,26,0.3333
668,39,21063.00,Basic,United Kingdom,High Value,45.00,18,0.3333
669,58,29187.00,PhD,Canada,High Value,38.94,26,0.3333
670,55,54690.00,2n Cycle,United Kingdom,High Value,38.94,26,0.3333
671,62,59304.00,PhD,Germany,High Value,36.82,22,0.3333
672,64,59247.00,Master,United States,High Value,36.82,22,0.3333
673,56,66731.00,Graduation,United States,High Value,36.82,22,0.3333
674,46,77353.00,Graduation,Canada,High Value,46.02,22,0.3333
675,51,52614.00,PhD,Germany,High Value,36.82,22,0.3333
676,52,26751.00,Graduation,Australia,High Value,38.94,26,0.3333
677,63,81300.00,PhD,United Kingdom,High Value,46.02,22,0.3333
678,47,70337.00,Graduation,Canada,High Value,56.25,18,0.3333
679,41,36145.00,2n Cycle,Germany,High Value,36.82,22,0.3333
680,46,65295.00,PhD,Canada,High Value,46.02,22,0.3333
681,63,68118.00,Graduation,United Kingdom,High Value,36.82,22,0.3333
682,59,68743.00,Graduation,United Kingdom,High Value,46.02,22,0.3333
683,44,41039.00,2n Cycle,United States,High Value,46.02,22,0.3333
684,71,38946.00,Graduation,Germany,High Value,56.25,18,0.3333
685,59,65777.00,Graduation,Australia,High Value,31.15,26,0.3333
686,50,66476.00,PhD,Australia,High Value,46.02,22,0.3333
687,54,86857.00,PhD,Canada,High Value,55.23,22,0.3333
688,44,160803.00,PhD,United States,High Value,36.82,22,0.3333
689,37,77845.00,PhD,Canada,High Value,36.82,22,0.3333
690,57,69476.00,PhD,United Kingdom,High Value,55.23,22,0.3333
691,66,50611.00,PhD,United Kingdom,High Value,56.25,18,0.3333
692,56,61209.00,Graduation,United Kingdom,High Value,46.02,22,0.3333
693,68,42315.00,Master,Canada,High Value,46.02,22,0.3333
694,74,13084.00,Basic,United States,High Value,56.25,18,0.3333
695,77,47570.00,Master,United Kingdom,High Value,46.02,22,0.3333
696,65,61923.00,Master,United Kingdom,High Value,46.73,26,0.3333
697,31,34824.00,Graduation,United Kingdom,High Value,45.00,18,0.3333
698,77,26518.00,PhD,Australia,High Value,31.15,26,0.3333
699,65,45938.00,Graduation,Canada,High Value,31.15,26,0.3333
700,66,78468.00,Graduation,Canada,High Value,46.73,26,0.3333
701,53,78901.00,Graduation,Germany,High Value,56.25,18,0.3333
702,48,71427.00,Graduation,Canada,High Value,46.02,22,0.3333
703,48,71022.00,Graduation,United States,High Value,45.00,18,0.3333
704,38,90247.00,Master,Australia,High Value,46.02,22,0.3333
705,58,41335.00,Master,United Kingdom,High Value,36.82,22,0.3333
706,40,71952.00,Graduation,Australia,High Value,55.23,22,0.3333
707,56,35682.00,PhD,Australia,High Value,46.02,22,0.3333
708,75,43185.00,Graduation,United Kingdom,High Value,36.82,22,0.3333
709,78,66375.00,PhD,United Kingdom,High Value,67.50,18,0.3333
710,55,35178.00,Master,United States,High Value,36.82,22,0.3333
711,40,25252.00,Graduation,United States,High Value,31.15,26,0.3333
712,61,55250.00,Master,Australia,High Value,56.25,18,0.3333
713,51,33249.00,Graduation,Germany,High Value,46.02,22,0.3333
714,73,58398.00,Graduation,United Kingdom,High Value,36.82,22,0.3333
715,44,50272.00,Graduation,United Kingdom,High Value,38.94,26,0.3333
716,51,76618.00,PhD,United Kingdom,High Value,38.94,26,0.3333
717,66,87305.00,2n Cycle,Australia,High Value,56.25,18,0.3333
718,48,25851.00,Graduation,Australia,High Value,38.94,26,0.3333
719,56,58710.00,Graduation,Canada,High Value,56.25,18,0.3333
720,68,45160.00,Graduation,Germany,High Value,38.94,26,0.3333
721,61,74806.00,Master,United States,High Value,56.25,18,0.3333
722,72,59111.00,Graduation,Canada,High Value,38.94,26,0.3333
723,42,18988.00,PhD,United States,High Value,46.02,22,0.3333
724,61,72190.00,Graduation,United Kingdom,High Value,55.23,22,0.3333
725,50,7500.00,Graduation,Australia,High Value,45.00,18,0.3333
726,60,44794.00,Graduation,Canada,High Value,38.94,26,0.3333
727,71,80395.00,Graduation,Germany,High Value,56.25,18,0.3333
728,50,75012.00,Master,Canada,High Value,38.94,26,0.3333
729,61,56962.00,Master,Australia,High Value,45.00,18,0.3333
730,35,89891.00,Graduation,United States,High Value,55.23,22,0.3333
731,77,35946.00,PhD,Canada,High Value,55.23,22,0.3333
732,73,53593.00,PhD,United Kingdom,High Value,55.23,22,0.3333
733,48,66373.00,Graduation,Canada,High Value,56.25,18,0.3333
734,78,45072.00,PhD,Germany,High Value,38.94,26,0.3333
735,53,89694.00,Graduation,Canada,High Value,56.25,18,0.3333
736,77,72025.00,Graduation,Germany,High Value,46.02,22,0.3333
737,53,67432.00,Graduation,Canada,High Value,55.23,22,0.3333
738,74,70545.00,Master,Australia,High Value,36.82,22,0.3333
739,37,17487.00,Basic,Australia,High Value,31.15,26,0.3333
740,57,62882.00,Graduation,United Kingdom,High Value,45.00,18,0.3333
741,73,64108.00,PhD,Canada,High Value,56.25,18,0.3333
742,70,34941.00,Master,Germany,High Value,56.25,18,0.3333
743,76,48767.00,PhD,Germany,High Value,36.82,22,0.3333
744,48,38702.00,2n Cycle,Germany,High Value,56.25,18,0.3333
745,62,82224.00,Graduation,United States,High Value,38.94,26,0.3333
746,74,83844.00,Graduation,Australia,High Value,46.02,22,0.3333
747,51,17003.00,2n Cycle,United States,High Value,46.02,22,0.3333
748,31,71163.00,Graduation,United States,High Value,46.73,26,0.3333
749,56,33697.00,Graduation,Australia,High Value,31.15,26,0.3333
750,72,63564.00,2n Cycle,United Kingdom,High Value,46.73,26,0.3333
751,54,83443.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
752,68,51518.00,PhD,Australia,Low Value,0.00,0,0.0000
753,51,58330.00,Graduation,United States,Low Value,0.00,0,0.0000
754,57,80952.00,Graduation,Canada,Low Value,0.00,0,0.0000
755,47,75507.00,Graduation,Germany,Low Value,0.00,0,0.0000
756,48,63855.00,2n Cycle,United States,Low Value,0.00,0,0.0000
757,54,62220.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
758,62,58512.00,Graduation,Australia,Low Value,0.00,0,0.0000
759,47,40662.00,Master,Australia,Low Value,0.00,0,0.0000
760,67,38829.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
761,45,35523.00,2n Cycle,Canada,Low Value,0.00,0,0.0000
762,59,79146.00,Graduation,Germany,Low Value,0.00,0,0.0000
763,38,78285.00,Master,United States,Low Value,0.00,0,0.0000
764,48,31626.00,PhD,Canada,Low Value,0.00,0,0.0000
765,74,75127.00,Graduation,Canada,Low Value,0.00,0,0.0000
766,71,48726.00,Graduation,United States,Low Value,0.00,0,0.0000
767,49,74985.00,Graduation,Canada,Low Value,0.00,0,0.0000
768,39,67430.00,Graduation,Australia,Low Value,0.00,0,0.0000
769,61,46891.00,2n Cycle,United States,Low Value,0.00,0,0.0000
770,70,62058.00,Master,Germany,Low Value,0.00,0,0.0000
771,47,72063.00,Graduation,Australia,Low Value,0.00,0,0.0000
772,75,78939.00,PhD,Canada,Low Value,0.00,0,0.0000
773,61,42720.00,Graduation,Australia,Low Value,0.00,0,0.0000
774,54,33622.00,Graduation,Australia,Low Value,0.00,0,0.0000
775,69,6835.00,PhD,United States,Low Value,0.00,0,0.0000
776,73,41452.00,Graduation,Germany,Low Value,0.00,0,0.0000
777,61,40760.00,PhD,Germany,Low Value,0.00,0,0.0000
778,68,74250.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
779,71,51124.00,Master,United Kingdom,Low Value,0.00,0,0.0000
780,55,72258.00,Graduation,United States,Low Value,0.00,0,0.0000
781,52,71466.00,PhD,Australia,Low Value,0.00,0,0.0000
782,50,36283.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
783,56,20587.00,Graduation,Canada,Low Value,0.00,0,0.0000
784,54,30467.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
785,54,31590.00,Graduation,Germany,Low Value,0.00,0,0.0000
786,40,20425.00,Basic,Canada,Low Value,0.00,0,0.0000
787,66,17144.00,Master,Australia,Low Value,0.00,0,0.0000
788,58,42564.00,PhD,Germany,Low Value,0.00,0,0.0000
789,48,43783.00,Master,Germany,Low Value,0.00,0,0.0000
790,50,40780.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
791,81,62847.00,Master,Australia,Low Value,0.00,0,0.0000
792,69,82017.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
793,76,16813.00,Graduation,Germany,Low Value,0.00,0,0.0000
794,48,51267.00,Graduation,Canada,Low Value,0.00,0,0.0000
795,65,46524.00,Graduation,Australia,Low Value,0.00,0,0.0000
796,64,45183.00,Master,United Kingdom,Low Value,0.00,0,0.0000
797,72,70421.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
798,61,60161.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
799,53,73926.00,Graduation,United States,Low Value,0.00,0,0.0000
800,58,19329.00,Graduation,Australia,Low Value,0.00,0,0.0000
801,56,61872.00,Master,United Kingdom,Low Value,0.00,0,0.0000
802,70,46984.00,Graduation,Germany,Low Value,0.00,0,0.0000
803,75,34838.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
804,82,82716.00,PhD,United States,Low Value,0.00,0,0.0000
805,68,48192.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
806,50,49681.00,Master,Canada,Low Value,0.00,0,0.0000
807,55,56850.00,Master,Australia,Low Value,0.00,0,0.0000
808,69,55267.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
809,54,59666.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
810,54,72504.00,Graduation,Germany,Low Value,0.00,0,0.0000
811,45,26872.00,Graduation,Canada,Low Value,0.00,0,0.0000
812,54,21359.00,Graduation,Germany,Low Value,0.00,0,0.0000
813,51,73170.00,Graduation,United States,Low Value,0.00,0,0.0000
814,71,52750.00,Master,Australia,Low Value,0.00,0,0.0000
815,40,91820.00,PhD,Canada,Low Value,0.00,0,0.0000
816,56,65968.00,PhD,United States,Low Value,0.00,0,0.0000
817,50,30772.00,Graduation,Canada,Low Value,0.00,0,0.0000
818,72,22507.00,Graduation,Canada,Low Value,0.00,0,0.0000
819,54,65685.00,Graduation,United States,Low Value,0.00,0,0.0000
820,48,25804.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
821,46,76412.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
822,54,22063.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
823,65,57091.00,Graduation,United States,Low Value,0.00,0,0.0000
824,63,22419.00,Graduation,United States,Low Value,0.00,0,0.0000
825,67,87771.00,Graduation,Australia,Low Value,0.00,0,0.0000
826,67,78353.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
