Age,Income,Education,TotalPurchases,AverageSpend,CampaignChannel,Response
68,26490.00,"2n Cycle",0,0,"Email",0
59,75702.00,"Graduation",0,0,"Email",0
59,75702.00,"Graduation",0,0,"SMS",0
59,75702.00,"Graduation",0,0,"Social Media",0
59,75702.00,"Graduation",0,0,"Google Search Ads",0
59,75702.00,"Graduation",0,0,"Display Ads",0
59,75702.00,"Graduation",0,0,"Email",0
52,30899.00,"PhD",0,0,"Email",0
52,30899.00,"PhD",0,0,"SMS",0
52,30899.00,"PhD",0,0,"Social Media",0
52,30899.00,"PhD",0,0,"Google Search Ads",0
52,30899.00,"PhD",0,0,"Display Ads",0
52,30899.00,"PhD",0,0,"Email",0
65,63342.00,"PhD",0,0,"Email",0
65,63342.00,"PhD",0,0,"SMS",0
65,63342.00,"PhD",0,0,"Social Media",0
65,63342.00,"PhD",0,0,"Google Search Ads",0
65,63342.00,"PhD",0,0,"Display Ads",0
65,63342.00,"PhD",0,0,"Email",0
62,45989.00,"Graduation",0,0,"Email",0
62,45989.00,"Graduation",0,0,"SMS",0
62,45989.00,"Graduation",0,0,"Social Media",0
62,45989.00,"Graduation",0,0,"Google Search Ads",0
62,45989.00,"Graduation",0,0,"Display Ads",0
62,45989.00,"Graduation",0,0,"Email",0
62,18701.00,"Graduation",0,0,"Email",0
62,18701.00,"Graduation",0,0,"SMS",0
62,18701.00,"Graduation",0,0,"Social Media",0
62,18701.00,"Graduation",0,0,"Google Search Ads",0
62,18701.00,"Graduation",0,0,"Display Ads",0
62,18701.00,"Graduation",0,0,"Email",0
69,40737.00,"PhD",0,0,"Email",0
69,40737.00,"PhD",0,0,"SMS",0
69,40737.00,"PhD",0,0,"Social Media",0
69,40737.00,"PhD",0,0,"Google Search Ads",0
69,40737.00,"PhD",0,0,"Display Ads",0
69,40737.00,"PhD",0,0,"Email",0
47,15287.00,"Graduation",0,0,"Email",0
47,15287.00,"Graduation",0,0,"SMS",0
47,15287.00,"Graduation",0,0,"Social Media",0
47,15287.00,"Graduation",0,0,"Google Search Ads",0
47,15287.00,"Graduation",0,0,"Display Ads",0
47,15287.00,"Graduation",0,0,"Email",0
58,69674.00,"PhD",0,0,"Email",0
58,69674.00,"PhD",0,0,"SMS",0
58,69674.00,"PhD",0,0,"Social Media",0
58,69674.00,"PhD",0,0,"Google Search Ads",0
58,69674.00,"PhD",0,0,"Display Ads",0
58,69674.00,"PhD",0,0,"Email",0
56,44159.00,"Master",0,0,"Email",0
56,44159.00,"Master",0,0,"SMS",0
56,44159.00,"Master",0,0,"Social Media",0
56,44159.00,"Master",0,0,"Google Search Ads",0
56,44159.00,"Master",0,0,"Display Ads",0
56,44159.00,"Master",0,0,"Email",0
48,37717.00,"PhD",0,0,"Email",0
48,37717.00,"PhD",0,0,"SMS",0
48,37717.00,"PhD",0,0,"Social Media",0
48,37717.00,"PhD",0,0,"Google Search Ads",0
48,37717.00,"PhD",0,0,"Display Ads",0
48,37717.00,"PhD",0,0,"Email",0
74,43776.00,"Master",0,0,"Email",0
74,43776.00,"Master",0,0,"SMS",0
74,43776.00,"Master",0,0,"Social Media",0
74,43776.00,"Master",0,0,"Google Search Ads",0
74,43776.00,"Master",0,0,"Display Ads",0
74,43776.00,"Master",0,0,"Email",0
60,38179.00,"Master",0,0,"Email",0
60,38179.00,"Master",0,0,"SMS",0
60,38179.00,"Master",0,0,"Social Media",0
60,38179.00,"Master",0,0,"Google Search Ads",0
60,38179.00,"Master",0,0,"Display Ads",0
60,38179.00,"Master",0,0,"Email",0
63,80124.00,"Graduation",0,0,"Email",0
63,80124.00,"Graduation",0,0,"SMS",0
63,80124.00,"Graduation",0,0,"Social Media",0
63,80124.00,"Graduation",0,0,"Google Search Ads",0
63,80124.00,"Graduation",0,0,"Display Ads",0
63,80124.00,"Graduation",0,0,"Email",0
56,38097.00,"PhD",0,0,"Email",0
56,38097.00,"PhD",0,0,"SMS",0
56,38097.00,"PhD",0,0,"Social Media",0
56,38097.00,"PhD",0,0,"Google Search Ads",0
56,38097.00,"PhD",0,0,"Display Ads",0
56,38097.00,"PhD",0,0,"Email",0
56,72940.00,"Graduation",0,0,"Email",0
56,72940.00,"Graduation",0,0,"SMS",0
56,72940.00,"Graduation",0,0,"Social Media",0
56,72940.00,"Graduation",0,0,"Google Search Ads",0
56,72940.00,"Graduation",0,0,"Display Ads",0
56,72940.00,"Graduation",0,0,"Email",0
56,22070.00,"Graduation",0,0,"Email",0
56,22070.00,"Graduation",0,0,"SMS",0
56,22070.00,"Graduation",0,0,"Social Media",0
56,22070.00,"Graduation",0,0,"Google Search Ads",0
56,22070.00,"Graduation",0,0,"Display Ads",0
56,22070.00,"Graduation",0,0,"Email",0
73,69267.00,"Graduation",0,0,"Email",0
73,69267.00,"Graduation",0,0,"SMS",0
73,69267.00,"Graduation",0,0,"Social Media",0
73,69267.00,"Graduation",0,0,"Google Search Ads",0
73,69267.00,"Graduation",0,0,"Display Ads",0
73,69267.00,"Graduation",0,0,"Email",0
43,31788.00,"Master",0,0,"Email",0
43,31788.00,"Master",0,0,"SMS",0
43,31788.00,"Master",0,0,"Social Media",0
43,31788.00,"Master",0,0,"Google Search Ads",0
43,31788.00,"Master",0,0,"Display Ads",0
43,31788.00,"Master",0,0,"Email",0
51,61905.00,"PhD",0,0,"Email",0
51,61905.00,"PhD",0,0,"SMS",0
51,61905.00,"PhD",0,0,"Social Media",0
51,61905.00,"PhD",0,0,"Google Search Ads",0
51,61905.00,"PhD",0,0,"Display Ads",0
51,61905.00,"PhD",0,0,"Email",0
66,29315.00,"Graduation",0,0,"Email",0
66,29315.00,"Graduation",0,0,"SMS",0
66,29315.00,"Graduation",0,0,"Social Media",0
66,29315.00,"Graduation",0,0,"Google Search Ads",0
66,29315.00,"Graduation",0,0,"Display Ads",0
66,29315.00,"Graduation",0,0,"Email",0
63,33378.00,"Graduation",0,0,"Email",0
63,33378.00,"Graduation",0,0,"SMS",0
63,33378.00,"Graduation",0,0,"Social Media",0
63,33378.00,"Graduation",0,0,"Google Search Ads",0
63,33378.00,"Graduation",0,0,"Display Ads",0
63,33378.00,"Graduation",0,0,"Email",0
63,66313.00,"PhD",0,0,"Email",0
63,66313.00,"PhD",0,0,"SMS",0
63,66313.00,"PhD",0,0,"Social Media",0
63,66313.00,"PhD",0,0,"Google Search Ads",0
63,66313.00,"PhD",0,0,"Display Ads",0
63,66313.00,"PhD",0,0,"Email",0
70,60714.00,"Graduation",0,0,"Email",0
70,60714.00,"Graduation",0,0,"SMS",0
70,60714.00,"Graduation",0,0,"Social Media",0
70,60714.00,"Graduation",0,0,"Google Search Ads",0
70,60714.00,"Graduation",0,0,"Display Ads",0
70,60714.00,"Graduation",0,0,"Email",0
45,77882.00,"Master",0,0,"Email",0
45,77882.00,"Master",0,0,"SMS",0
45,77882.00,"Master",0,0,"Social Media",0
45,77882.00,"Master",0,0,"Google Search Ads",0
45,77882.00,"Master",0,0,"Display Ads",0
45,77882.00,"Master",0,0,"Email",0
40,69867.00,"PhD",0,0,"Email",0
40,69867.00,"PhD",0,0,"SMS",0
40,69867.00,"PhD",0,0,"Social Media",0
40,69867.00,"PhD",0,0,"Google Search Ads",0
40,69867.00,"PhD",0,0,"Display Ads",0
40,69867.00,"PhD",0,0,"Email",0
58,63841.00,"Master",0,0,"Email",0
58,63841.00,"Master",0,0,"SMS",0
58,63841.00,"Master",0,0,"Social Media",0
58,63841.00,"Master",0,0,"Google Search Ads",0
58,63841.00,"Master",0,0,"Display Ads",0
58,63841.00,"Master",0,0,"Email",0
45,24480.00,"Basic",0,0,"Email",0
45,24480.00,"Basic",0,0,"SMS",0
45,24480.00,"Basic",0,0,"Social Media",0
45,24480.00,"Basic",0,0,"Google Search Ads",0
45,24480.00,"Basic",0,0,"Display Ads",0
45,24480.00,"Basic",0,0,"Email",0
50,51369.00,"Graduation",0,0,"Email",0
50,51369.00,"Graduation",0,0,"SMS",0
50,51369.00,"Graduation",0,0,"Social Media",0
50,51369.00,"Graduation",0,0,"Google Search Ads",0
50,51369.00,"Graduation",0,0,"Display Ads",0
50,51369.00,"Graduation",0,0,"Email",0
80,37760.00,"Graduation",0,0,"Email",0
80,37760.00,"Graduation",0,0,"SMS",0
80,37760.00,"Graduation",0,0,"Social Media",0
80,37760.00,"Graduation",0,0,"Google Search Ads",0
80,37760.00,"Graduation",0,0,"Display Ads",0
80,37760.00,"Graduation",0,0,"Email",0
52,65640.00,"PhD",0,0,"Email",0
52,65640.00,"PhD",0,0,"SMS",0
52,65640.00,"PhD",0,0,"Social Media",0
52,65640.00,"PhD",0,0,"Google Search Ads",0
52,65640.00,"PhD",0,0,"Display Ads",0
52,65640.00,"PhD",0,0,"Email",0
51,44319.00,"Master",0,0,"Email",0
51,44319.00,"Master",0,0,"SMS",0
51,44319.00,"Master",0,0,"Social Media",0
51,44319.00,"Master",0,0,"Google Search Ads",0
51,44319.00,"Master",0,0,"Display Ads",0
51,44319.00,"Master",0,0,"Email",0
52,30631.00,"Graduation",0,0,"Email",0
52,30631.00,"Graduation",0,0,"SMS",0
52,30631.00,"Graduation",0,0,"Social Media",0
52,30631.00,"Graduation",0,0,"Google Search Ads",0
52,30631.00,"Graduation",0,0,"Display Ads",0
52,30631.00,"Graduation",0,0,"Email",0
74,75278.00,"Graduation",0,0,"Email",0
74,75278.00,"Graduation",0,0,"SMS",0
74,75278.00,"Graduation",0,0,"Social Media",0
74,75278.00,"Graduation",0,0,"Google Search Ads",0
74,75278.00,"Graduation",0,0,"Display Ads",0
74,75278.00,"Graduation",0,0,"Email",0
70,50898.00,"Master",0,0,"Email",0
70,50898.00,"Master",0,0,"SMS",0
70,50898.00,"Master",0,0,"Social Media",0
70,50898.00,"Master",0,0,"Google Search Ads",0
70,50898.00,"Master",0,0,"Display Ads",0
70,50898.00,"Master",0,0,"Email",0
60,79946.00,"Graduation",0,0,"Email",0
60,79946.00,"Graduation",0,0,"SMS",0
60,79946.00,"Graduation",0,0,"Social Media",0
60,79946.00,"Graduation",0,0,"Google Search Ads",0
60,79946.00,"Graduation",0,0,"Display Ads",0
60,79946.00,"Graduation",0,0,"Email",0
77,35416.00,"Master",0,0,"Email",0
77,35416.00,"Master",0,0,"SMS",0
77,35416.00,"Master",0,0,"Social Media",0
77,35416.00,"Master",0,0,"Google Search Ads",0
77,35416.00,"Master",0,0,"Display Ads",0
77,35416.00,"Master",0,0,"Email",0
42,32414.00,"2n Cycle",0,0,"Email",0
42,32414.00,"2n Cycle",0,0,"SMS",0
42,32414.00,"2n Cycle",0,0,"Social Media",0
42,32414.00,"2n Cycle",0,0,"Google Search Ads",0
42,32414.00,"2n Cycle",0,0,"Display Ads",0
42,32414.00,"2n Cycle",0,0,"Email",0
57,38361.00,"Graduation",0,0,"Email",0
57,38361.00,"Graduation",0,0,"SMS",0
57,38361.00,"Graduation",0,0,"Social Media",0
57,38361.00,"Graduation",0,0,"Google Search Ads",0
57,38361.00,"Graduation",0,0,"Display Ads",0
57,38361.00,"Graduation",0,0,"Email",0
46,82497.00,"Graduation",0,0,"Email",0
46,82497.00,"Graduation",0,0,"SMS",0
46,82497.00,"Graduation",0,0,"Social Media",0
46,82497.00,"Graduation",0,0,"Google Search Ads",0
46,82497.00,"Graduation",0,0,"Display Ads",0
46,82497.00,"Graduation",0,0,"Email",0
55,16626.00,"Graduation",0,0,"Email",0
55,16626.00,"Graduation",0,0,"SMS",0
55,16626.00,"Graduation",0,0,"Social Media",0
55,16626.00,"Graduation",0,0,"Google Search Ads",0
55,16626.00,"Graduation",0,0,"Display Ads",0
55,16626.00,"Graduation",0,0,"Email",0
61,29672.00,"Graduation",0,0,"Email",0
61,29672.00,"Graduation",0,0,"SMS",0
61,29672.00,"Graduation",0,0,"Social Media",0
61,29672.00,"Graduation",0,0,"Google Search Ads",0
61,29672.00,"Graduation",0,0,"Display Ads",0
61,29672.00,"Graduation",0,0,"Email",0
74,55951.00,"Master",0,0,"Email",0
74,55951.00,"Master",0,0,"SMS",0
74,55951.00,"Master",0,0,"Social Media",0
74,55951.00,"Master",0,0,"Google Search Ads",0
74,55951.00,"Master",0,0,"Display Ads",0
74,55951.00,"Master",0,0,"Email",0
38,35388.00,"2n Cycle",0,0,"Email",0
38,35388.00,"2n Cycle",0,0,"SMS",0
38,35388.00,"2n Cycle",0,0,"Social Media",0
38,35388.00,"2n Cycle",0,0,"Google Search Ads",0
38,35388.00,"2n Cycle",0,0,"Display Ads",0
38,35388.00,"2n Cycle",0,0,"Email",0
40,42386.00,"Master",0,0,"Email",0
40,42386.00,"Master",0,0,"SMS",0
40,42386.00,"Master",0,0,"Social Media",0
40,42386.00,"Master",0,0,"Google Search Ads",0
40,42386.00,"Master",0,0,"Display Ads",0
40,42386.00,"Master",0,0,"Email",0
44,68627.00,"Graduation",0,0,"Email",0
44,68627.00,"Graduation",0,0,"SMS",0
44,68627.00,"Graduation",0,0,"Social Media",0
44,68627.00,"Graduation",0,0,"Google Search Ads",0
44,68627.00,"Graduation",0,0,"Display Ads",0
44,68627.00,"Graduation",0,0,"Email",0
61,57912.00,"PhD",0,0,"Email",0
61,57912.00,"PhD",0,0,"SMS",0
61,57912.00,"PhD",0,0,"Social Media",0
61,57912.00,"PhD",0,0,"Google Search Ads",0
61,57912.00,"PhD",0,0,"Display Ads",0
61,57912.00,"PhD",0,0,"Email",0
68,35246.00,"Graduation",0,0,"Email",0
68,35246.00,"Graduation",0,0,"SMS",0
68,35246.00,"Graduation",0,0,"Social Media",0
68,35246.00,"Graduation",0,0,"Google Search Ads",0
68,35246.00,"Graduation",0,0,"Display Ads",0
68,35246.00,"Graduation",0,0,"Email",0
70,58821.00,"2n Cycle",0,0,"Email",0
70,58821.00,"2n Cycle",0,0,"SMS",0
70,58821.00,"2n Cycle",0,0,"Social Media",0
70,58821.00,"2n Cycle",0,0,"Google Search Ads",0
70,58821.00,"2n Cycle",0,0,"Display Ads",0
70,58821.00,"2n Cycle",0,0,"Email",0
48,46377.00,"PhD",0,0,"Email",0
48,46377.00,"PhD",0,0,"SMS",0
48,46377.00,"PhD",0,0,"Social Media",0
48,46377.00,"PhD",0,0,"Google Search Ads",0
48,46377.00,"PhD",0,0,"Display Ads",0
48,46377.00,"PhD",0,0,"Email",0
38,39747.00,"Graduation",0,0,"Email",0
38,39747.00,"Graduation",0,0,"SMS",0
38,39747.00,"Graduation",0,0,"Social Media",0
38,39747.00,"Graduation",0,0,"Google Search Ads",0
38,39747.00,"Graduation",0,0,"Display Ads",0
38,39747.00,"Graduation",0,0,"Email",0
42,23976.00,"Graduation",0,0,"Email",0
42,23976.00,"Graduation",0,0,"SMS",0
42,23976.00,"Graduation",0,0,"Social Media",0
42,23976.00,"Graduation",0,0,"Google Search Ads",0
42,23976.00,"Graduation",0,0,"Display Ads",0
42,23976.00,"Graduation",0,0,"Email",0
65,80950.00,"Master",0,0,"Email",0
65,80950.00,"Master",0,0,"SMS",0
65,80950.00,"Master",0,0,"Social Media",0
65,80950.00,"Master",0,0,"Google Search Ads",0
65,80950.00,"Master",0,0,"Display Ads",0
65,80950.00,"Master",0,0,"Email",0
60,27038.00,"Graduation",0,0,"Email",0
60,27038.00,"Graduation",0,0,"SMS",0
60,27038.00,"Graduation",0,0,"Social Media",0
60,27038.00,"Graduation",0,0,"Google Search Ads",0
60,27038.00,"Graduation",0,0,"Display Ads",0
60,27038.00,"Graduation",0,0,"Email",0
79,77457.00,"Graduation",0,0,"Email",0
79,77457.00,"Graduation",0,0,"SMS",0
79,77457.00,"Graduation",0,0,"Social Media",0
79,77457.00,"Graduation",0,0,"Google Search Ads",0
79,77457.00,"Graduation",0,0,"Display Ads",0
79,77457.00,"Graduation",0,0,"Email",0
62,64100.00,"Master",0,0,"Email",0
62,64100.00,"Master",0,0,"SMS",0
62,64100.00,"Master",0,0,"Social Media",0
62,64100.00,"Master",0,0,"Google Search Ads",0
62,64100.00,"Master",0,0,"Display Ads",0
62,64100.00,"Master",0,0,"Email",0
34,42670.00,"Master",0,0,"Email",0
34,42670.00,"Master",0,0,"SMS",0
34,42670.00,"Master",0,0,"Social Media",0
34,42670.00,"Master",0,0,"Google Search Ads",0
34,42670.00,"Master",0,0,"Display Ads",0
34,42670.00,"Master",0,0,"Email",0
50,12571.00,"Graduation",0,0,"Email",0
50,12571.00,"Graduation",0,0,"SMS",0
50,12571.00,"Graduation",0,0,"Social Media",0
50,12571.00,"Graduation",0,0,"Google Search Ads",0
50,12571.00,"Graduation",0,0,"Display Ads",0
50,12571.00,"Graduation",0,0,"Email",0
59,22574.00,"Graduation",0,0,"Email",0
59,22574.00,"Graduation",0,0,"SMS",0
59,22574.00,"Graduation",0,0,"Social Media",0
59,22574.00,"Graduation",0,0,"Google Search Ads",0
59,22574.00,"Graduation",0,0,"Display Ads",0
59,22574.00,"Graduation",0,0,"Email",0
37,0.00,"Graduation",0,0,"Email",0
37,0.00,"Graduation",0,0,"SMS",0
37,0.00,"Graduation",0,0,"Social Media",0
37,0.00,"Graduation",0,0,"Google Search Ads",0
37,0.00,"Graduation",0,0,"Display Ads",0
37,0.00,"Graduation",0,0,"Email",0
50,70893.00,"Master",0,0,"Email",0
50,70893.00,"Master",0,0,"SMS",0
50,70893.00,"Master",0,0,"Social Media",0
50,70893.00,"Master",0,0,"Google Search Ads",0
50,70893.00,"Master",0,0,"Display Ads",0
50,70893.00,"Master",0,0,"Email",0
60,54198.00,"Graduation",0,0,"Email",0
60,54198.00,"Graduation",0,0,"SMS",0
60,54198.00,"Graduation",0,0,"Social Media",0
60,54198.00,"Graduation",0,0,"Google Search Ads",0
60,54198.00,"Graduation",0,0,"Display Ads",0
60,54198.00,"Graduation",0,0,"Email",0
70,28839.00,"Master",0,0,"Email",0
70,28839.00,"Master",0,0,"SMS",0
70,28839.00,"Master",0,0,"Social Media",0
70,28839.00,"Master",0,0,"Google Search Ads",0
70,28839.00,"Master",0,0,"Display Ads",0
70,28839.00,"Master",0,0,"Email",0
54,40321.00,"Graduation",0,0,"Email",0
54,40321.00,"Graduation",0,0,"SMS",0
54,40321.00,"Graduation",0,0,"Social Media",0
54,40321.00,"Graduation",0,0,"Google Search Ads",0
54,40321.00,"Graduation",0,0,"Display Ads",0
54,40321.00,"Graduation",0,0,"Email",0
41,66503.00,"Graduation",0,0,"Email",0
41,66503.00,"Graduation",0,0,"SMS",0
41,66503.00,"Graduation",0,0,"Social Media",0
41,66503.00,"Graduation",0,0,"Google Search Ads",0
41,66503.00,"Graduation",0,0,"Display Ads",0
41,66503.00,"Graduation",0,0,"Email",0
75,30833.00,"Graduation",0,0,"Email",0
75,30833.00,"Graduation",0,0,"SMS",0
75,30833.00,"Graduation",0,0,"Social Media",0
75,30833.00,"Graduation",0,0,"Google Search Ads",0
75,30833.00,"Graduation",0,0,"Display Ads",0
75,30833.00,"Graduation",0,0,"Email",0
56,0.00,"Graduation",0,0,"Email",0
56,0.00,"Graduation",0,0,"SMS",0
56,0.00,"Graduation",0,0,"Social Media",0
56,0.00,"Graduation",0,0,"Google Search Ads",0
56,0.00,"Graduation",0,0,"Display Ads",0
56,0.00,"Graduation",0,0,"Email",0
55,64795.00,"Graduation",0,0,"Email",0
55,64795.00,"Graduation",0,0,"SMS",0
55,64795.00,"Graduation",0,0,"Social Media",0
55,64795.00,"Graduation",0,0,"Google Search Ads",0
55,64795.00,"Graduation",0,0,"Display Ads",0
55,64795.00,"Graduation",0,0,"Email",0
52,34421.00,"Graduation",0,0,"Email",0
52,34421.00,"Graduation",0,0,"SMS",0
52,34421.00,"Graduation",0,0,"Social Media",0
52,34421.00,"Graduation",0,0,"Google Search Ads",0
52,34421.00,"Graduation",0,0,"Display Ads",0
52,34421.00,"Graduation",0,0,"Email",0
61,47025.00,"PhD",0,0,"Email",0
61,47025.00,"PhD",0,0,"SMS",0
61,47025.00,"PhD",0,0,"Social Media",0
61,47025.00,"PhD",0,0,"Google Search Ads",0
61,47025.00,"PhD",0,0,"Display Ads",0
61,47025.00,"PhD",0,0,"Email",0
65,64325.00,"PhD",0,0,"Email",0
65,64325.00,"PhD",0,0,"SMS",0
65,64325.00,"PhD",0,0,"Social Media",0
65,64325.00,"PhD",0,0,"Google Search Ads",0
65,64325.00,"PhD",0,0,"Display Ads",0
65,64325.00,"PhD",0,0,"Email",0
73,40464.00,"Graduation",0,0,"Email",0
73,40464.00,"Graduation",0,0,"SMS",0
73,40464.00,"Graduation",0,0,"Social Media",0
73,40464.00,"Graduation",0,0,"Google Search Ads",0
73,40464.00,"Graduation",0,0,"Display Ads",0
73,40464.00,"Graduation",0,0,"Email",0
69,62187.00,"Graduation",0,0,"Email",0
69,62187.00,"Graduation",0,0,"SMS",0
69,62187.00,"Graduation",0,0,"Social Media",0
69,62187.00,"Graduation",0,0,"Google Search Ads",0
69,62187.00,"Graduation",0,0,"Display Ads",0
69,62187.00,"Graduation",0,0,"Email",0
50,14849.00,"PhD",0,0,"Email",0
50,14849.00,"PhD",0,0,"SMS",0
50,14849.00,"PhD",0,0,"Social Media",0
50,14849.00,"PhD",0,0,"Google Search Ads",0
50,14849.00,"PhD",0,0,"Display Ads",0
50,14849.00,"PhD",0,0,"Email",0
42,27255.00,"Graduation",0,0,"Email",0
42,27255.00,"Graduation",0,0,"SMS",0
42,27255.00,"Graduation",0,0,"Social Media",0
42,27255.00,"Graduation",0,0,"Google Search Ads",0
42,27255.00,"Graduation",0,0,"Display Ads",0
42,27255.00,"Graduation",0,0,"Email",0
76,54432.00,"PhD",0,0,"Email",0
76,54432.00,"PhD",0,0,"SMS",0
76,54432.00,"PhD",0,0,"Social Media",0
76,54432.00,"PhD",0,0,"Google Search Ads",0
76,54432.00,"PhD",0,0,"Display Ads",0
76,54432.00,"PhD",0,0,"Email",0
40,29999.00,"PhD",0,0,"Email",0
40,29999.00,"PhD",0,0,"SMS",0
40,29999.00,"PhD",0,0,"Social Media",0
40,29999.00,"PhD",0,0,"Google Search Ads",0
40,29999.00,"PhD",0,0,"Display Ads",0
40,29999.00,"PhD",0,0,"Email",0
43,24072.00,"Graduation",0,0,"Email",0
43,24072.00,"Graduation",0,0,"SMS",0
43,24072.00,"Graduation",0,0,"Social Media",0
43,24072.00,"Graduation",0,0,"Google Search Ads",0
43,24072.00,"Graduation",0,0,"Display Ads",0
43,24072.00,"Graduation",0,0,"Email",0
37,33996.00,"PhD",0,0,"Email",0
37,33996.00,"PhD",0,0,"SMS",0
37,33996.00,"PhD",0,0,"Social Media",0
37,33996.00,"PhD",0,0,"Google Search Ads",0
37,33996.00,"PhD",0,0,"Display Ads",0
37,33996.00,"PhD",0,0,"Email",0
70,66334.00,"PhD",0,0,"Email",0
70,66334.00,"PhD",0,0,"SMS",0
70,66334.00,"PhD",0,0,"Social Media",0
70,66334.00,"PhD",0,0,"Google Search Ads",0
70,66334.00,"PhD",0,0,"Display Ads",0
70,66334.00,"PhD",0,0,"Email",0
55,35178.00,"Master",0,0,"Email",0
55,35178.00,"Master",0,0,"SMS",0
55,35178.00,"Master",0,0,"Social Media",0
55,35178.00,"Master",0,0,"Google Search Ads",0
55,35178.00,"Master",0,0,"Display Ads",0
55,35178.00,"Master",0,0,"Email",0
43,22010.00,"Graduation",0,0,"Email",0
43,22010.00,"Graduation",0,0,"SMS",0
43,22010.00,"Graduation",0,0,"Social Media",0
43,22010.00,"Graduation",0,0,"Google Search Ads",0
43,22010.00,"Graduation",0,0,"Display Ads",0
43,22010.00,"Graduation",0,0,"Email",0
66,62204.00,"Graduation",0,0,"Email",0
66,62204.00,"Graduation",0,0,"SMS",0
66,62204.00,"Graduation",0,0,"Social Media",0
66,62204.00,"Graduation",0,0,"Google Search Ads",0
66,62204.00,"Graduation",0,0,"Display Ads",0
66,62204.00,"Graduation",0,0,"Email",0
58,75693.00,"Graduation",0,0,"Email",0
58,75693.00,"Graduation",0,0,"SMS",0
58,75693.00,"Graduation",0,0,"Social Media",0
58,75693.00,"Graduation",0,0,"Google Search Ads",0
58,75693.00,"Graduation",0,0,"Display Ads",0
58,75693.00,"Graduation",0,0,"Email",0
54,30675.00,"Graduation",0,0,"Email",0
54,30675.00,"Graduation",0,0,"SMS",0
54,30675.00,"Graduation",0,0,"Social Media",0
54,30675.00,"Graduation",0,0,"Google Search Ads",0
54,30675.00,"Graduation",0,0,"Display Ads",0
54,30675.00,"Graduation",0,0,"Email",0
61,83003.00,"Graduation",0,0,"Email",0
61,83003.00,"Graduation",0,0,"SMS",0
61,83003.00,"Graduation",0,0,"Social Media",0
61,83003.00,"Graduation",0,0,"Google Search Ads",0
61,83003.00,"Graduation",0,0,"Display Ads",0
61,83003.00,"Graduation",0,0,"Email",0
127,83532.00,"PhD",0,0,"Email",0
127,83532.00,"PhD",0,0,"SMS",0
127,83532.00,"PhD",0,0,"Social Media",0
127,83532.00,"PhD",0,0,"Google Search Ads",0
127,83532.00,"PhD",0,0,"Display Ads",0
127,83532.00,"PhD",0,0,"Email",0
38,68655.00,"Graduation",0,0,"Email",0
38,68655.00,"Graduation",0,0,"SMS",0
38,68655.00,"Graduation",0,0,"Social Media",0
38,68655.00,"Graduation",0,0,"Google Search Ads",0
38,68655.00,"Graduation",0,0,"Display Ads",0
38,68655.00,"Graduation",0,0,"Email",0
40,41411.00,"Graduation",0,0,"Email",0
40,41411.00,"Graduation",0,0,"SMS",0
40,41411.00,"Graduation",0,0,"Social Media",0
40,41411.00,"Graduation",0,0,"Google Search Ads",0
40,41411.00,"Graduation",0,0,"Display Ads",0
40,41411.00,"Graduation",0,0,"Email",0
57,55212.00,"PhD",0,0,"Email",0
57,55212.00,"PhD",0,0,"SMS",0
57,55212.00,"PhD",0,0,"Social Media",0
57,55212.00,"PhD",0,0,"Google Search Ads",0
57,55212.00,"PhD",0,0,"Display Ads",0
57,55212.00,"PhD",0,0,"Email",0
76,59292.00,"PhD",0,0,"Email",0
76,59292.00,"PhD",0,0,"SMS",0
76,59292.00,"PhD",0,0,"Social Media",0
76,59292.00,"PhD",0,0,"Google Search Ads",0
76,59292.00,"PhD",0,0,"Display Ads",0
76,59292.00,"PhD",0,0,"Email",0
53,27190.00,"Basic",0,0,"Email",0
53,27190.00,"Basic",0,0,"SMS",0
53,27190.00,"Basic",0,0,"Social Media",0
53,27190.00,"Basic",0,0,"Google Search Ads",0
53,27190.00,"Basic",0,0,"Display Ads",0
53,27190.00,"Basic",0,0,"Email",0
74,82623.00,"Graduation",0,0,"Email",0
74,82623.00,"Graduation",0,0,"SMS",0
74,82623.00,"Graduation",0,0,"Social Media",0
74,82623.00,"Graduation",0,0,"Google Search Ads",0
74,82623.00,"Graduation",0,0,"Display Ads",0
74,82623.00,"Graduation",0,0,"Email",0
61,44300.00,"Graduation",0,0,"Email",0
61,44300.00,"Graduation",0,0,"SMS",0
61,44300.00,"Graduation",0,0,"Social Media",0
61,44300.00,"Graduation",0,0,"Google Search Ads",0
61,44300.00,"Graduation",0,0,"Display Ads",0
61,44300.00,"Graduation",0,0,"Email",0
56,84835.00,"Graduation",0,0,"Email",0
56,84835.00,"Graduation",0,0,"SMS",0
56,84835.00,"Graduation",0,0,"Social Media",0
56,84835.00,"Graduation",0,0,"Google Search Ads",0
56,84835.00,"Graduation",0,0,"Display Ads",0
56,84835.00,"Graduation",0,0,"Email",0
55,30372.00,"Graduation",0,0,"Email",0
55,30372.00,"Graduation",0,0,"SMS",0
55,30372.00,"Graduation",0,0,"Social Media",0
55,30372.00,"Graduation",0,0,"Google Search Ads",0
55,30372.00,"Graduation",0,0,"Display Ads",0
55,30372.00,"Graduation",0,0,"Email",0
50,33181.00,"Master",0,0,"Email",0
50,33181.00,"Master",0,0,"SMS",0
50,33181.00,"Master",0,0,"Social Media",0
50,33181.00,"Master",0,0,"Google Search Ads",0
